chr;start;end;length;abs_summit;pileup;LOG10(pvalue);fold_enrichment;LOG10(qvalue);name
chr16;3548272;3548660;389;3548520;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.11636
chr16;8705455;8705854;400;8705621;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.11689
chr16;15587609;15588274;666;15588099;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.11811
chr16;46073535;46073864;330;46073635;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.12216
chr16;57783174;57783588;415;57783389;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.12328
chr17;79867007;79867379;373;79867219;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.13449
chr17;84351284;84351703;420;84351483;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.13499
chr18;11014339;11014782;444;11014523;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.13708
chr18;11065090;11065427;338;11065213;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.13710
chr18;46261350;46262046;697;46261779;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.14031
chr18;52322536;52322829;294;52322687;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.14088
chr18;53907370;53907676;307;53907458;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.14106
chr18;77120263;77120579;317;77120383;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.14404
chr19;17900511;17900891;381;17900728;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.14685
chr19;28182414;28183195;782;28182974;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.14795
chr19;28768339;28768764;426;28768609;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.14802
chr2;66136270;66136580;311;66136419;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.15923
chr2;72173827;72174194;368;72174033;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.16013
chr2;79283346;79283924;579;79283676;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.16138
chr2;94002450;94002860;411;94002601;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.16293
chr2;112703842;112704568;727;112704134;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.16465
chr2;115723387;115723867;481;115723614;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.16503
chr2;135831451;135831873;423;135831709;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.16766
chr2;146656852;146657288;437;146657062;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.16859
chr2;150603124;150603435;312;150603252;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.16895
chr2;171585004;171585547;544;171585380;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.17160
chr2;176684757;176685044;288;176684899;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.17229
chr3;3764334;3764637;304;3764480;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.17301
chr3;16124944;16125971;1028;16125653;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.17415
chr3;28946059;28946400;342;28946225;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.17526
chr3;34469893;34470338;446;34470070;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.17591
chr3;41913251;41913641;391;41913418;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.17684
chr3;50882379;50882717;339;50882563;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.17721
chr3;60070408;60070670;263;60070542;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.17835
chr3;65551406;65551771;366;65551590;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.17895
chr3;86749292;86749775;484;86749429;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.18090
chr3;142766007;142766438;432;142766267;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.18838
chr3;149744073;149744423;351;149744290;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.18906
chr3;152073500;152073858;359;152073669;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.18915
chr3;157864967;157865400;434;157865188;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.18969
chr4;15085398;15085797;400;15085647;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.19110
chr4;16125352;16126481;1130;16125785;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.19118
chr4;16927803;16928253;451;16928062;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.19124
chr4;31873617;31874144;528;31873992;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.19255
chr4;56906868;56907240;373;56906998;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.19509
chr4;105014187;105014643;457;105014438;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.19978
chr4;111702291;111702651;361;111702443;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.20075
chr4;116782913;116783317;405;116783060;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.20120
chr5;15588648;15589105;458;15588813;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.21368
chr5;25741595;25742059;465;25741802;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.21531
chr5;34593188;34593683;496;34593407;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.21703
chr5;39551510;39551833;324;39551704;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.21748
chr5;47345950;47346245;296;47346060;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.21799
chr5;47909455;47909976;522;47909718;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.21802
chr5;50552854;50553233;380;50552943;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.21824
chr5;88295165;88295547;383;88295383;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.22151
chr5;90974090;90974450;361;90974284;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.22169
chr5;93126459;93126889;431;93126694;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.22202
chr5;102455049;102455451;403;102455276;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.22305
chr6;17078141;17078485;345;17078315;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.23110
chr6;17593845;17594169;325;17593999;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.23115
chr6;21808000;21808365;366;21808182;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.23138
chr6;54185274;54185666;393;54185441;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.23514
chr6;60409930;60410851;922;60410548;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.23587
chr6;97512693;97513254;562;97512860;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.23997
chr6;103514052;103514339;288;103514207;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.24069
chr6;129232737;129233152;416;129232887;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.24342
chr6;130851319;130852346;1028;130851913;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.24351
chr6;138665580;138665980;401;138665806;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.24440
chr7;8244719;8245422;704;8244847;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.24670
chr7;14119639;14120957;1319;14120652;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.24786
chr7;15826453;15827005;553;15826785;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.24903
chr7;20031199;20031654;456;20031474;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.24957
chr7;47006900;47007410;511;47007189;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.25263
chr7;73794102;73794600;499;73794428;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.25511
chr7;79639522;79640084;563;79639809;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.25569
chr7;102668147;102668596;450;102668412;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.25792
chr7;106239318;106239648;331;106239497;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.25841
chr7;110569071;110569564;494;110569234;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.25893
chr7;122450962;122451457;496;122451327;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.26062
chr8;3176231;3176897;667;3176621;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.26344
chr8;4326886;4327270;385;4327089;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.26364
chr8;24060450;24060834;385;24060644;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.26794
chr8;24917426;24918253;828;24917798;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.26807
chr8;26179742;26180108;367;26179915;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.26819
chr8;44979145;44979643;499;44979355;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.26994
chr8;60519026;60519426;401;60519189;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.27124
chr8;104579948;104581216;1269;104580578;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.27560
chr8;108213474;108213802;329;108213635;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.27635
chr9;3891618;3891914;297;3891805;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.27845
chr9;4435084;4435476;393;4435300;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.27854
chr9;25455212;25455519;308;25455380;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.28058
chr9;37695865;37696154;290;37695993;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.28208
chr9;72996206;72997081;876;72996411;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.28690
chr9;106746866;106747311;446;106747081;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.29052
chr9;116494549;116494973;425;116494701;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.29162
chrX;10472574;10472990;417;10472818;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.29324
chrX;41692139;41692501;363;41692238;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.29468
chrX;89008311;89008960;650;89008786;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.29682
chrX;130505809;130506228;420;130506095;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.29848
chrX;135975262;135975575;314;135975429;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.29876
chrX;151170758;151171119;362;151170977;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.29938
chrX;163202650;163202988;339;163202801;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.29996
chr16;21386169;21386487;319;21386359;46,51;19,32735;4,99855;16,54011;mDUX-rep2-peak.11900
chr1;146322931;146323465;535;146323090;39,87;19,32294;5,83811;16,53571;mDUX-rep2-peak.1538
chr1;182042986;182043580;595;182043118;39,87;19,32294;5,83811;16,53571;mDUX-rep2-peak.2009
chr14;47221648;47221960;313;47221818;39,87;19,32294;5,83811;16,53571;mDUX-rep2-peak.9786
chr14;51859834;51860230;397;51859975;39,87;19,32294;5,83811;16,53571;mDUX-rep2-peak.9872
chr17;64250427;64250727;301;64250604;39,87;19,32294;5,83811;16,53571;mDUX-rep2-peak.13289
chr18;84932318;84932622;305;84932464;39,87;19,32294;5,83811;16,53571;mDUX-rep2-peak.14484
chr2;59697505;59698156;652;59697814;39,87;19,32294;5,83811;16,53571;mDUX-rep2-peak.15850
chr2;60640141;60640493;353;60640329;39,87;19,32294;5,83811;16,53571;mDUX-rep2-peak.15874
chr3;68840303;68840986;684;68840654;39,87;19,32294;5,83811;16,53571;mDUX-rep2-peak.17936
chr4;147719588;147720257;670;147719921;39,87;19,32294;5,83811;16,53571;mDUX-rep2-peak.21044
chr7;75415597;75416173;577;75415930;39,87;19,32294;5,83811;16,53571;mDUX-rep2-peak.25532
chr9;102569466;102569809;344;102569618;39,87;19,32294;5,83811;16,53571;mDUX-rep2-peak.28996
chr12;110449675;110449897;223;110449797;56,95;19,31772;4,27442;16,53078;mDUX-rep2-peak.6612
chr5;111542387;111542702;316;111542496;84,48;19,31328;3,16591;16,52636;mDUX-rep2-peak.22431
chr9;58249518;58249885;368;58249704;68,34;19,30841;3,64963;16,52151;mDUX-rep2-peak.28480
chr19;46758611;46758901;291;46758778;61,7;19,3052;3,97758;16,51835;mDUX-rep2-peak.15050
chr4;132075614;132075873;260;132075710;69,29;19,30481;3,60843;16,51796;mDUX-rep2-peak.20319
chr10;25486758;25487189;432;25487010;44,61;19,30336;5,20101;16,51651;mDUX-rep2-peak.2444
chr14;67176215;67176682;468;67176543;44,61;19,30336;5,20101;16,51651;mDUX-rep2-peak.10079
chr1;128872936;128873703;768;128873238;57,9;19,30075;4,20727;16,51394;mDUX-rep2-peak.1313
chr13;67862560;67862975;416;67862807;57,9;19,30075;4,20727;16,51394;mDUX-rep2-peak.7864
chr14;7291188;7291996;809;7291914;57,9;19,30075;4,20727;16,51394;mDUX-rep2-peak.9139
chr15;100165484;100166071;588;100165818;57,9;19,30075;4,20727;16,51394;mDUX-rep2-peak.11535
chr3;153363315;153363661;347;153363465;50,31;19,29872;4,63069;16,51199;mDUX-rep2-peak.18938
chr2;166843447;166843750;304;166843596;47,46;19,2941;4,89302;16,50739;mDUX-rep2-peak.17092
chr11;85361463;85362104;642;85361801;41,77;19,29138;5,55464;16,50468;mDUX-rep2-peak.4831
chr12;36040594;36040929;336;36040722;41,77;19,29138;5,55464;16,50468;mDUX-rep2-peak.5746
chr19;23925720;23926100;381;23925956;43,66;19,28647;5,30888;16,49978;mDUX-rep2-peak.14747
chr4;63247988;63248271;284;63248122;53,16;19,2739;4,39611;16,48725;mDUX-rep2-peak.19594
chr13;4606395;4607576;1182;4606504;70,24;19,25743;3,56207;16,47085;mDUX-rep2-peak.6807
chr15;97376132;97376823;692;97376604;70,24;19,25743;3,56207;16,47085;mDUX-rep2-peak.11486
chr17;31819490;31820483;994;31820341;70,24;19,25743;3,56207;16,47085;mDUX-rep2-peak.12980
chr7;136430543;136431350;808;136430665;52,21;19,25;4,46363;16,46349;mDUX-rep2-peak.26231
chr4;114627703;114628053;351;114627828;41,77;19,24316;5,53953;16,45668;mDUX-rep2-peak.20088
chr4;149470111;149470453;343;149470342;72,14;19,22495;3,48285;16,43859;mDUX-rep2-peak.21088
chr9;108296419;108296864;446;108296761;72,14;19,22495;3,48285;16,43859;mDUX-rep2-peak.29064
chr17;83214320;83214818;499;83214677;78,78;19,21754;3,32435;16,43122;mDUX-rep2-peak.13483
chr7;59859750;59859998;249;59859930;78,78;19,21754;3,32435;16,43122;mDUX-rep2-peak.25364
chr12;79854211;79854855;645;79854389;44,61;19,21577;5,17622;16,42948;mDUX-rep2-peak.6217
chr12;86498533;86499221;689;86498968;74,04;19,20869;3,41083;16,42241;mDUX-rep2-peak.6298
chr12;108300659;108300985;327;108300813;55,05;19,20848;4,2462;16,42225;mDUX-rep2-peak.6591
chr6;85409399;85409744;346;85409554;76,89;19,20676;3,38634;16,42053;mDUX-rep2-peak.23818
chr15;27421607;27421926;320;27421834;45,56;19,20362;5,0666;16,41743;mDUX-rep2-peak.10826
chr9;44421904;44422337;434;44422120;46,51;19,20339;4,96564;16,41722;mDUX-rep2-peak.28306
chr2;157840674;157841110;437;157840869;56;19,18838;4,17852;16,40226;mDUX-rep2-peak.16995
chr6;63256772;63257333;562;63256922;83,53;19,17148;3,17545;16,38539;mDUX-rep2-peak.23605
chr4;147308006;147308558;553;147308110;48,41;19,15591;4,76651;16,36985;mDUX-rep2-peak.20927
chr2;172890230;172890553;324;172890444;71,19;19,15447;3,50917;16,36842;mDUX-rep2-peak.17186
chr9;56537912;56538252;341;56538134;43,66;19,15141;5,26942;16,36536;mDUX-rep2-peak.28457
chr2;144122489;144122788;300;144122607;62,65;19,14753;3,8976;16,3615;mDUX-rep2-peak.16832
chr18;84677072;84677536;465;84677395;47,46;19,13394;4,85187;16,34796;mDUX-rep2-peak.14482
chr1;102777749;102778213;465;102777827;59,8;19,11998;4,05334;16,33403;mDUX-rep2-peak.1157
chr14;32152403;32153239;837;32152694;59,8;19,11998;4,05334;16,33403;mDUX-rep2-peak.9497
chr5;137987909;137988355;447;137988171;59,8;19,11998;4,05334;16,33403;mDUX-rep2-peak.22733
chr8;88991832;88992226;395;88991965;59,8;19,11998;4,05334;16,33403;mDUX-rep2-peak.27412
chr4;147794155;147794578;424;147794380;47,46;19,11121;4,84605;16,32545;mDUX-rep2-peak.21064
chr5;14973018;14973665;648;14973467;47,46;19,11121;4,84605;16,32545;mDUX-rep2-peak.21289
chr9;116365167;116365464;298;116365281;47,46;19,11121;4,84605;16,32545;mDUX-rep2-peak.29158
chr2;157957522;157958030;509;157957820;39,87;19,10228;5,764;16,31666;mDUX-rep2-peak.16999
chr3;116355149;116355471;323;116355277;39,87;19,10228;5,764;16,31666;mDUX-rep2-peak.18565
chr4;103178407;103178802;396;103178532;39,87;19,10228;5,764;16,31666;mDUX-rep2-peak.19965
chr4;146431490;146432263;774;146432111;42,71;19,09645;5,37032;16,31089;mDUX-rep2-peak.20724
chr4;147361105;147361419;315;147361309;119,6;19,06557;2,56596;16,28012;mDUX-rep2-peak.20942
chr11;117322900;117323169;270;117323045;80,68;19,06289;3,24511;16,27744;mDUX-rep2-peak.5242
chr10;56114820;56115185;366;56115010;91,12;19,06032;2,97174;16,27488;mDUX-rep2-peak.2784
chr4;145835243;145835550;308;145835369;62,65;19,00544;3,8727;16,22016;mDUX-rep2-peak.20651
chr1;73880687;73881070;384;73880873;39,87;19,00061;5,73006;16,21537;mDUX-rep2-peak.766
chr11;119606920;119607254;335;119607090;49,36;18,99811;4,6418;16,21288;mDUX-rep2-peak.5251
chr12;4906914;4907150;237;4907059;89,23;18,98501;3,00752;16,19982;mDUX-rep2-peak.5306
chr2;121222972;121223480;509;121223141;61,7;18,97719;3,91866;16,19201;mDUX-rep2-peak.16575
chr19;42250542;42250942;401;42250696;43,66;18,9734;5,21771;16,18828;mDUX-rep2-peak.14988
chr9;72826822;72827187;366;72826953;43,66;18,9734;5,21771;16,18828;mDUX-rep2-peak.28682
chr11;3186759;3188133;1375;3187982;169,91;18,96143;2,17106;16,17638;mDUX-rep2-peak.3782
chr7;14057259;14057655;397;14057457;49,36;18,96076;4,63283;16,17571;mDUX-rep2-peak.24784
chr7;137055643;137056201;559;137055955;49,36;18,96076;4,63283;16,17571;mDUX-rep2-peak.26239
chr5;110804002;110804288;287;110804178;62,65;18,94896;3,86283;16,16398;mDUX-rep2-peak.22423
chr19;24686507;24686875;369;24686644;56;18,93294;4,12769;16,14798;mDUX-rep2-peak.14759
chr4;128846090;128846418;329;128846287;56;18,93294;4,12769;16,14798;mDUX-rep2-peak.20263
chr8;20548030;20548758;729;20548499;122,45;18,92665;2,51935;16,14173;mDUX-rep2-peak.26690
chr1;33883224;33883561;338;33883426;40,82;18,92206;5,56804;16,13715;mDUX-rep2-peak.289
chr13;44139025;44139922;898;44139241;87,33;18,91555;3,04577;16,1307;mDUX-rep2-peak.7378
chr5;125401128;125401450;323;125401286;41,77;18,91055;5,43602;16,12574;mDUX-rep2-peak.22597
chr4;145683455;145683775;321;145683599;54,1;18,90312;4,24864;16,11832;mDUX-rep2-peak.20607
chr8;71925740;71926093;354;71925955;39,87;18,89976;5,69651;16,115;mDUX-rep2-peak.27226
chr11;5764786;5765139;354;5764955;47,46;18,8971;4,79142;16,11238;mDUX-rep2-peak.3832
chr4;152324262;152324662;401;152324434;55,05;18,88263;4,17971;16,09793;mDUX-rep2-peak.21115
chr12;88270277;88270694;418;88270441;40,82;18,87358;5,55251;16,08889;mDUX-rep2-peak.6399
chr2;165808110;165808590;481;165808301;80,68;18,86958;3,22093;16,08494;mDUX-rep2-peak.17074
chr5;14986900;14987362;463;14987160;42,71;18,86819;5,30193;16,08356;mDUX-rep2-peak.21295
chr5;118434789;118435201;413;118435048;63,6;18,8664;3,79982;16,08177;mDUX-rep2-peak.22509
chr13;31397303;31397702;400;31397445;54,1;18,85607;4,23884;16,0715;mDUX-rep2-peak.7189
chr13;99323569;99323849;281;99323686;54,1;18,85607;4,23884;16,0715;mDUX-rep2-peak.8210
chr17;65676249;65676649;401;65676459;54,1;18,85607;4,23884;16,0715;mDUX-rep2-peak.13301
chr3;95645385;95645641;257;95645511;54,1;18,85607;4,23884;16,0715;mDUX-rep2-peak.18302
chr5;27729115;27729489;375;27729330;54,1;18,85607;4,23884;16,0715;mDUX-rep2-peak.21602
chr5;93116322;93116644;323;93116510;54,1;18,85607;4,23884;16,0715;mDUX-rep2-peak.22201
chr8;14879970;14880277;308;14880150;85,43;18,85256;3,08674;16,06808;mDUX-rep2-peak.26461
chr11;16675876;16676407;532;16676084;44,61;18,83055;5,06809;16,04614;mDUX-rep2-peak.3964
chr12;75028532;75029054;523;75028855;44,61;18,83055;5,06809;16,04614;mDUX-rep2-peak.6138
chr13;62077749;62080024;2276;62078060;44,61;18,83055;5,06809;16,04614;mDUX-rep2-peak.7609
chr15;25648291;25648617;327;25648450;44,61;18,83055;5,06809;16,04614;mDUX-rep2-peak.10800
chr15;26360657;26361067;411;26360858;44,61;18,83055;5,06809;16,04614;mDUX-rep2-peak.10816
chr16;4893491;4893902;412;4893689;44,61;18,83055;5,06809;16,04614;mDUX-rep2-peak.11659
chr3;65374825;65375137;313;65374988;44,61;18,83055;5,06809;16,04614;mDUX-rep2-peak.17889
chr6;146193886;146194168;283;146194031;44,61;18,83055;5,06809;16,04614;mDUX-rep2-peak.24520
chr16;30053226;30053537;312;30053412;44,61;18,82853;5,06753;16,04427;mDUX-rep2-peak.11979
chr9;110667252;110667584;333;110667379;44,61;18,82853;5,06753;16,04427;mDUX-rep2-peak.29097
chr14;56362540;56362907;368;56362735;42,71;18,82301;5,28846;16,03878;mDUX-rep2-peak.9926
chr14;4860180;4860683;504;4860357;49,36;18,81234;4,5973;16,02813;mDUX-rep2-peak.8756
chr4;57344614;57344856;243;57344704;45,56;18,78671;4,95341;16,00257;mDUX-rep2-peak.19516
chr5;15484858;15485609;752;15485239;65,5;18,78286;3,69419;15,99876;mDUX-rep2-peak.21338
chr16;94354533;94354905;373;94354751;42,71;18,778;5,27506;15,99395;mDUX-rep2-peak.12566
chr8;20642253;20642707;455;20642367;57,9;18,7715;4,10294;15,98747;mDUX-rep2-peak.26728
chr10;120965349;120965717;369;120965583;39,87;18,74997;5,64692;15,96602;mDUX-rep2-peak.3661
chr4;147429808;147433452;3645;147432340;81,63;18,74858;3,17815;15,96464;mDUX-rep2-peak.20963
chr19;47303180;47303429;250;47303285;74,99;18,7428;3,38927;15,95889;mDUX-rep2-peak.15062
chr1;62767767;62768301;535;62768113;47,46;18,74143;4,75196;15,95752;mDUX-rep2-peak.653
chr4;146055259;146055637;379;146055512;60,75;18,73749;3,92783;15,9536;mDUX-rep2-peak.20664
chr12;55347024;55347368;345;55347191;49,36;18,73171;4,57808;15,94783;mDUX-rep2-peak.5916
chr16;13976308;13977257;950;13976588;49,36;18,73171;4,57808;15,94783;mDUX-rep2-peak.11791
chr16;97999780;98000148;369;97999959;49,36;18,73171;4,57808;15,94783;mDUX-rep2-peak.12615
chr1_GL456212_random;114330;115206;877;114915;49,36;18,73171;4,57808;15,94783;mDUX-rep2-peak.15268
chr4;147134750;147135415;666;147135247;49,36;18,73171;4,57808;15,94783;mDUX-rep2-peak.20873
chr8;84607857;84608253;397;84608113;40,82;18,72923;5,50645;15,94547;mDUX-rep2-peak.27358
chr17;88630228;88630562;335;88630406;67,39;18,72269;3,59968;15,93896;mDUX-rep2-peak.13560
chr8;20418392;20419216;825;20418911;67,39;18,72269;3,59968;15,93896;mDUX-rep2-peak.26666
chr9;118862344;118862992;649;118862440;67,39;18,72269;3,59968;15,93896;mDUX-rep2-peak.29179
